customer_id,email,first_name,last_name,country,segment,lifetime_value,total_orders
798c98ac-2288-4f71-ad9e-0ccb1fa88dfd,martinaaron@example.com,Evan,Knight,AU,new,414.13,25
6da69864-36fe-4ef9-8d04-4393acba7461,sara74@example.com,Katelyn,Huff,FR,new,2517.29,19
ad5bbcd5-fe9c-4a9e-94d4-094763d1c66f,smoore@example.org,Olivia,Johnson,US,returning,2496.86,4
f38dd30f-7d3f-4c63-becd-16cc6e4f5af5,rileyamy@example.net,Michael,Reed,DE,returning,2962.8,34
b9ff39bf-99d1-4355-a780-8fb492aaa730,brian97@example.net,Tyrone,Warner,US,new,1845.96,32
4b767d9b-7538-4836-bcc4-52156a90926b,brianromero@example.org,Julie,Payne,CA,vip,3084.88,25
bf9f1196-f992-4f1f-ad8f-f5089753bf49,larsonemma@example.org,Breanna,Cruz,AU,returning,4397.17,22
80686ab0-2ffe-4fb4-a9e4-f0b3bf6129f5,kwilson@example.org,Kyle,Anderson,UK,new,4779.58,28
73ba37e3-5b63-4b12-9c92-4fdb08340ee7,harveyrobert@example.net,Joshua,Manning,CA,returning,2938.88,18
fac35661-53c6-4880-be6a-1319ae0c79e6,sarah35@example.org,Benjamin,Wheeler,CA,new,260.83,7
472e034b-99dc-4267-9b55-586056a6c8b1,randy47@example.com,Brian,Atkinson,AU,vip,4847.72,11
29027275-b454-40f8-9179-d765c2f14c96,smithchristine@example.net,Anne,Lewis,FR,new,3544.02,42
98649e8b-56fc-44e6-931b-bdd8b307cde5,jonesjason@example.com,William,Knight,CA,churned,1713.02,11
98e3e2d5-5da3-4db2-9b77-1309411d8e8f,sarahibarra@example.org,Kristen,Solis,DE,vip,778.43,9
abd468e3-5a46-41cf-bfc7-e5d471408641,justin78@example.net,David,House,CA,new,759.92,35
8f6db067-8626-4b41-be9c-bd85772a78e4,cheryl80@example.net,Rebecca,Simon,DE,new,880.33,37
4aaac84a-42e0-46df-9415-5c79dc535bc3,sarah12@example.com,Denise,Smith,US,vip,275.58,23
29e86746-5f61-439c-a480-ee6b0f1b9b39,prestonjulia@example.org,Christopher,Reese,FR,vip,4515.66,33
e489c05c-1d53-491e-b235-78a00a35d9e6,juan35@example.org,Matthew,Fuller,DE,vip,2726.8,1
9084d4df-6400-4dc7-87a5-2a33fe05f219,william40@example.org,Tyler,Anderson,CA,vip,3514.8,20
722f19bc-5654-433d-84e2-6129450cf3fd,ccalderon@example.org,Sarah,Reed,FR,new,4149.14,5
8861b365-ac02-4ffa-8f50-c684bd9fbf39,kellie42@example.net,Benjamin,Bell,FR,returning,3968.13,29
b44904fe-dee1-4d00-a7ee-535471e23135,barnold@example.net,Joshua,Lee,DE,new,4418.9,26
6ed42047-58c9-4a34-b558-a3613a3ab407,rodriguezsierra@example.net,Patrick,Cook,DE,at_risk,4837.91,38
bae0fe88-5708-42a7-b2c2-5ca7b066699f,amydavenport@example.net,Sherry,Hopkins,UK,returning,2223.4,3
9c5fde36-e5bd-4eed-9133-e3885f0ae6de,russellwilliams@example.com,Christopher,Cline,UK,returning,4754.16,21
5f18bd4b-4f8e-4991-9eac-4090b08f3909,nolanjason@example.org,Mary,Wood,FR,new,3630.29,13
f11602a6-3e8e-44e5-ad04-e2ef2f5c705e,gomezanita@example.com,Kayla,Steele,AU,returning,399.81,31
211e17d8-1fdb-4bfc-8259-5f75dc2fbe0b,sarayoung@example.org,Seth,Gibson,AU,returning,3424.83,17
1276d986-0d46-41ae-8e86-a04bf323524b,nicolejohnson@example.net,Peggy,Short,UK,vip,3449.25,35
4a83bb32-1dea-4e27-a3fe-c7abc01858a9,kimberly63@example.com,Mason,Barnett,CA,returning,4534.01,23
95e2f5d6-a27c-4b1e-a89d-fdbaca82ad53,kristinrodriguez@example.org,Melanie,Robinson,US,at_risk,1896.01,3
f64da095-2db7-4dd8-8aed-508d1895566e,dwalker@example.com,Jose,Thompson,FR,returning,2945.31,45
be58ebd4-b283-493c-b004-543b73ba624f,lori33@example.org,Daniel,Howard,US,new,110.33,2
6a0a904b-d798-4e4a-ba3b-1880a8154b58,raymondramirez@example.org,Jacob,Collins,UK,vip,1693.77,3
e25281cf-07e6-414a-b51b-837a0d104440,michael86@example.net,Jose,Schmidt,DE,vip,358.11,20
9f1193c1-cb4c-41f8-a575-3ac5510485bb,sheila14@example.org,Tanya,Larsen,FR,returning,2633.27,48
345e8d5a-dcad-4fdf-bc32-728822578784,benjamin96@example.com,Evelyn,Roman,UK,vip,4096.37,44
cbf6ec16-1f25-477d-8870-629755f54b5f,samuel81@example.com,Vincent,Martinez,CA,returning,1071.89,9
e1b0b4ed-1332-4286-9fcf-394244d66526,jonathanfletcher@example.org,Cynthia,Cooke,FR,returning,2660.83,48
a31b17b6-ed4d-4e1f-a40c-6d38cde190f3,michaeljones@example.net,Carol,Rojas,FR,returning,1059.84,4
c0c1fa9d-32c7-4c8c-945c-2f66613a7785,cindy14@example.net,Latasha,Wilson,AU,new,647.41,25
1c0f95c2-c5e3-4c12-ae5d-26967b25c32c,elizabeth56@example.net,Joanna,Wallace,DE,new,2579.43,1
2ea81a60-87d9-48bd-991e-9c7f95443a18,angela36@example.net,Justin,Martinez,FR,new,441.79,39
a954ced7-63b2-43e8-b789-3fd24c9aeddb,lbyrd@example.net,Valerie,Young,DE,returning,2957.41,12
07c756a5-0985-496e-a630-dc97b93fa9b4,richard04@example.com,Jonathan,Clark,UK,returning,205.12,40
1c057097-0fed-4d4a-a245-6b5b595eddf9,russellcarpenter@example.net,Donna,Grant,CA,returning,578.24,40
9e1affed-924b-4aa2-9d40-52f341cfbd78,steven73@example.net,Mary,Jenkins,CA,at_risk,2772.49,24
2cf7d571-2d78-43ee-9759-7b343aa42d54,yleon@example.net,Lauren,Snow,FR,new,2977.47,9
60329a2c-0431-459e-931a-6aa6d0a2c7f9,donnacampbell@example.net,Danny,Collier,FR,returning,193.49,46
222a0966-803f-4d9e-8e04-9182e8320c68,clarence34@example.org,Jeffrey,Chen,UK,vip,2888.22,20
83cb3133-177a-4757-89bf-14d40a1fe2ca,dylanwilliams@example.com,Jessica,Martinez,AU,new,4200.59,5
133ccc4b-9541-48ad-b8dd-eb1512b10f17,gibsonolivia@example.net,Steven,Miller,AU,new,3625.47,20
f5048b30-a40f-4e95-b9bf-b64b051193c9,jennifercruz@example.com,Bradley,Patterson,AU,new,699.37,21
f618e893-4e83-4ed9-bfc3-f0e5e1bef625,dylanwatts@example.org,Brooke,Parker,DE,new,2982.75,2
66cbe3db-ebde-4d4d-9f3f-205fbf62b3e9,zrobinson@example.net,Todd,Robinson,AU,at_risk,3377.65,21
76101e3a-26a8-44d5-9b23-dc94e019d5bb,pwilliams@example.org,Roy,Simpson,CA,vip,234.29,42
47232006-1e41-47ac-8f4f-1ba73956892c,danderson@example.net,Andrew,Kelley,DE,returning,4283.97,24
27a0144c-e423-4424-b2c8-1a552389deee,stephanie79@example.net,Jaime,Jones,UK,at_risk,4536.02,9
94b2f009-6fd8-48c6-9413-8fea1bfe9598,jrivas@example.com,Amy,Frederick,CA,vip,4259.74,39
1e555ee1-5f4d-4626-80f8-b1fee274351f,juliawells@example.com,James,Hall,CA,new,4131.93,30
1ba6b609-d724-4441-a3f1-810c59c8eca9,maryramirez@example.net,John,Tapia,US,at_risk,3737.58,18
7e3d18a0-7e30-424a-8ee6-25710258d42d,rsims@example.com,Philip,Henson,UK,returning,3185.49,44
260114a9-14b5-47e4-8b19-3c60566b34b4,reevesjimmy@example.com,Mark,Lewis,UK,vip,3409.2,43
2aa1e445-219d-4f51-8bf1-af7959c9b1ca,patricia12@example.org,Fred,Kemp,US,at_risk,4041.66,10
6d8a7800-24b3-48f4-82d9-f70a5dd54703,patrickhernandez@example.org,Rachel,Caldwell,DE,returning,3329.37,45
c9c80179-e600-49f6-9714-6fc68b5dae24,perrymark@example.com,Lisa,Becker,AU,new,1672.25,41
e5fbf672-e76b-47e6-b685-ffbe0e7aae14,abrown@example.com,Elizabeth,Miller,AU,new,1911.01,48
6bda73ad-4ff6-4ec1-9040-56970f036951,gateskathy@example.com,Aaron,Brown,AU,returning,4490.43,21
ed2ba74a-a418-45d4-a3f3-bae787f8f7fd,wsmith@example.com,Laurie,Bailey,AU,vip,134.75,22
d5b9b81c-6db8-4d77-9005-34506743557e,acastaneda@example.net,Juan,Nicholson,AU,at_risk,3509.16,17
3dd9f9eb-3ac3-4f3e-bb84-566fa583f50b,tracynelson@example.com,Erica,Ryan,US,new,4776.15,5
e0d47112-2c02-4f35-9b02-ce8a9b7a6687,priceelizabeth@example.com,Larry,Wise,UK,returning,3545.83,6
b2e7f529-ca7c-4911-a2af-d12c5184d1a5,marycalhoun@example.net,Jose,Gamble,DE,returning,4969.86,10
cff7cd0d-da75-4f94-9854-196c78bdfca1,meadowsbrittany@example.net,Kathryn,Rivera,CA,new,3453.35,43
5b586a7d-b67b-4f5b-92de-a1eff303bdc6,millerroy@example.com,Joseph,Moore,AU,new,220.1,2
aa4dae2d-9ead-45a5-800a-efbfc13cbc2a,brentgray@example.org,Laura,Kerr,US,returning,4143.7,7
cd4bb32c-1449-4c78-ac93-d28fdcd1825b,wmurphy@example.com,Ryan,Lewis,DE,at_risk,1458.92,46
65ee7bb7-9e09-4510-bb61-0b3c0a542b18,karen64@example.org,David,Coleman,DE,returning,2257.98,4
78887411-f95d-430c-abd3-9200a1fe7547,ismith@example.org,Michael,Ramirez,DE,returning,1594.85,37
f8715687-5eea-4244-aaf3-b1cd7af6b09a,jeffrey10@example.org,Justin,Nunez,US,vip,1379.34,19
1f630b17-e42c-4f57-a1bf-eb879eb01915,jamessmith@example.org,Mark,Harris,CA,returning,2185.46,28
c1968ef2-df7c-4dc1-8473-a93fccc2666b,davidcaldwell@example.net,Matthew,Martinez,AU,churned,1924.82,20
f489e8c8-7b4e-4ee9-923c-54ac590f4e65,stevenscott@example.com,Christopher,Miller,DE,churned,3185.03,30
0f1b11f7-0a18-473f-8bb0-ce9d4f880db4,catherinestuart@example.net,James,Moore,US,new,4075.1,42
86cf7043-9bf6-45c7-96f0-79c43912b609,stricklandfrank@example.com,Lisa,Schneider,UK,returning,1520.59,38
6cb4ed9b-3e3b-4684-8678-6fb026c2dc1a,lanesarah@example.net,Russell,Jensen,US,returning,1107.92,2
468c366d-f6a7-43e9-9c7b-4eaacd699164,tsanders@example.org,Elijah,Mahoney,US,new,3351.13,3
1cc1a808-bd55-444e-adb5-5ce082702d7e,vargasmaria@example.org,Christopher,Fisher,US,new,3368.08,47
ff61a4d7-8b4a-4a1f-b495-0cb5e480c2db,terrykevin@example.net,Amanda,Ferguson,DE,returning,4510.6,42
26d26826-0c33-46d9-82b8-e548c8a639cc,hoganashlee@example.org,Sheila,Bowen,US,returning,128.93,49
cd246f88-8185-4fad-b0eb-efabb9b8d4f3,amanda51@example.net,Michelle,Alvarez,UK,new,4272.55,39
b31deb5e-6b61-4d79-9b5a-ee9e7d16a7e0,alexander67@example.org,Michael,Carter,DE,new,2628.96,25
e515a15b-8adf-4754-bedf-7ed71e7ff1b6,oyu@example.com,Charles,Estrada,UK,at_risk,3125.45,2
bc3c389b-bac8-4102-b6ce-35be65a197bf,ryangross@example.net,Alan,Kennedy,FR,new,502.29,39
efd9c153-bc43-4a6d-859a-d7dca8b16e80,christina87@example.com,Elizabeth,Rivera,US,new,2191.44,15
2422e7b9-5d4c-4ea4-b94d-bdec06d187ed,lpetersen@example.com,Joshua,Edwards,AU,returning,1175.15,3
4fc3c219-9419-4c01-804a-d804e412706e,melissa14@example.com,David,Sanders,AU,churned,1308.41,5
dc7f77e7-2e20-4af8-a3b1-3f62025c750a,karenhudson@example.net,Tammy,Gonzales,DE,new,2545.27,40
6abdd94d-1f93-45f0-8f12-14e8b5647267,frogers@example.com,Michael,Taylor,AU,returning,4071.66,36
d0f2e198-a211-4542-b152-8cae6ccc34f1,tonykelly@example.com,Donald,Steele,DE,vip,3731.72,40
a53aaeb6-a9f1-4e11-936f-d53b5fc9a1e7,joshua94@example.net,Timothy,Gonzales,US,new,2975.45,38
acbbfaab-06ed-4fa5-b1eb-ac827af16003,blackjames@example.org,Adam,Raymond,CA,vip,2720.12,37
fa56cd7f-1e16-468e-a4bf-0c2619e068f3,wfreeman@example.org,Richard,Duffy,CA,returning,2165.16,27
d51a79e4-fbe2-4248-8c8e-f497397103e4,fbrewer@example.com,Amber,Johnson,UK,returning,4864.91,5
e8738612-fd93-4ef8-8398-191a52914396,davisjeffrey@example.net,Danielle,Reyes,US,returning,2822.95,17
03b57505-8f3c-4268-9957-97fa8cd6d5a2,kevinperkins@example.com,William,Gilbert,AU,returning,1307.13,38
34f4bc95-071b-41e9-9094-3d6d22cde286,ronald85@example.com,Joshua,Garcia,US,new,1188.95,45
a9254db9-4a17-4bd2-97ad-f59a52e9614d,qnelson@example.org,Nancy,Fitzpatrick,FR,vip,3076.2,41
884c23b6-6704-4eca-9bd7-faa51c962a51,griffithleslie@example.net,Sandra,Anderson,CA,returning,2638.0,12
52307a56-a441-437b-acc3-a2d7c1819eb1,jamesrodgers@example.com,Heidi,Oconnor,AU,new,88.1,42
15c4b3be-f04b-4562-9cbd-769d928fdd53,tina34@example.org,Samuel,Edwards,CA,new,4158.82,31
b878c86e-b721-4f90-9955-2199289e5afa,harry08@example.org,Thomas,Wyatt,US,returning,3535.41,33
dbcb8731-d181-46b7-b1f2-f9943e29b1bc,brandon08@example.com,Edward,Foster,AU,returning,3326.05,43
e2457bde-a26d-4d00-ae3f-2de779cb9c4c,danamullins@example.org,Jacob,Rivera,UK,new,390.46,29
9c5a20e8-13e3-49bf-8379-3d790372e156,andrewstaylor@example.com,Kurt,Callahan,US,returning,1842.18,38
10227b56-5989-404f-8d5f-db0e73150181,jack04@example.com,Heather,Carter,UK,new,4680.14,3
c090cc06-3b40-4c37-adb3-eb1c8d9936e9,shortrichard@example.org,Jack,Fisher,AU,returning,4319.82,38
1a43d6bb-5155-42da-8de3-1bfb2b9ead00,hernandezlisa@example.com,Christine,Underwood,CA,new,1463.44,41
eedc4280-6a38-486c-8d95-6dd78acb8803,mcknightdavid@example.com,Tracy,Young,FR,returning,827.44,40
6991a516-65b7-4072-a092-408c28ab524a,kimberlyjames@example.com,Sharon,Garcia,DE,returning,2272.99,30
424412fc-7229-478c-bff1-a151ab829a86,michelle64@example.net,Jessica,Whitehead,CA,at_risk,1811.36,47
f5026e82-096e-4a43-837e-a48044868ab8,lynchjody@example.org,John,Miller,UK,new,3427.02,22
1ccb3f8b-cfd3-494b-a4e3-23a417b94853,josephmiller@example.org,Richard,James,US,returning,4833.85,38
573b03ab-c66e-4a23-bea7-9f51eab86a90,andreamoore@example.com,Eric,Walsh,AU,new,1846.86,32
e008f83d-7247-478c-b705-4c8160db61f3,enorris@example.com,John,Weaver,CA,at_risk,358.01,43
0601ee7b-676c-4770-b749-6f174aa5c3b3,halljasmine@example.net,Eric,Collins,FR,at_risk,4493.19,10
5cc754f4-e8ec-4787-a722-f46f57f13c0b,ojones@example.com,Robert,Johnson,AU,new,237.85,32
549ffa66-79c9-49d0-9518-6a403b0ee66d,ronaldstephens@example.net,Shane,Hughes,UK,returning,4766.19,43
e48ae02c-2575-4433-a20e-131ee11778c8,rebekahserrano@example.org,Ruth,Cameron,AU,vip,3339.67,4
51343f5a-0110-45a1-988f-7067f536fceb,martinkyle@example.net,Russell,Garcia,AU,returning,4711.36,29
fc597182-3523-467c-8dfa-fb8f063c00e3,scott74@example.net,Kelly,Williams,US,returning,1038.32,45
5ef69b6b-9589-45ab-a4d9-405732d31ec8,gbender@example.net,Nicole,Moran,DE,new,251.46,8
1ffdadab-203d-4885-86e8-3fd65db1186e,mkim@example.org,Matthew,Douglas,UK,new,2466.64,20
6456e3b2-f0ec-4061-80ae-22d30f008f3e,mnavarro@example.com,William,Smith,US,at_risk,2280.59,47
3d502318-5ec8-4518-adff-8c36a3d8eb40,davissuzanne@example.net,William,Sanchez,DE,at_risk,1690.89,7
9cc64f5c-2b1d-4937-8371-2d81c1e4d6be,keyemily@example.com,David,Davila,US,returning,4790.4,1
1cf9e7d4-0321-4eb2-9fb9-43b1d9d3e51e,hinesgregory@example.net,Cynthia,Wright,DE,returning,4121.79,25
15c9d294-cfee-4438-aff0-d38e627ed71b,lmoon@example.net,Kelly,Hall,DE,returning,3324.83,26
20019a37-aead-43d6-9db7-c32e8ce7c02b,fwalters@example.org,Paul,Wood,DE,vip,856.15,9
d4f0e14e-5e14-4947-960b-0d43281c6138,vbailey@example.com,Tara,Martinez,US,at_risk,3684.9,23
45bbafe8-27fe-4566-937e-d99e2ff55e70,hodgemark@example.net,Danielle,Nguyen,AU,at_risk,3648.71,40
f555dea9-46e0-4628-8171-918409f5e335,zroberts@example.net,Stephen,Jackson,DE,vip,2154.09,2
f6c34ada-37b5-4489-86a4-7bd6e8f4cff7,gibsonleonard@example.com,Kelly,Wheeler,AU,returning,4627.69,26
14798a43-53fb-4f12-b980-5a001e5bad80,cordovarichard@example.net,Gina,Davis,UK,new,876.54,14
8d5561ea-d19b-4b7b-8bb1-3dba2a961db4,sandovalamy@example.com,Theresa,Fuentes,FR,new,1373.32,44
2e25138a-fa4a-441e-8dda-a50d1660cd2e,lopezmichael@example.com,Keith,Ross,AU,at_risk,362.96,31
94170457-5c65-49a8-a5ec-7825893c2e96,nwolf@example.com,Catherine,Gonzalez,FR,returning,3987.48,26
791ca70f-134c-43e4-896f-95942c87e7fd,sarakim@example.net,James,Jacobson,DE,new,3127.71,49
760bc493-3f52-4c46-9bed-c306a2e3a1ba,omartinez@example.net,Charles,Copeland,FR,new,1608.95,19
b4751870-e820-4ebf-9d95-3b4d0673757d,jennifercollins@example.org,Robert,Navarro,FR,returning,860.88,38
117dbcb2-689b-4fa5-bd6f-fe3bc2baf940,hdavis@example.com,Michael,Allen,DE,new,248.73,5
2c8a7e47-776b-4865-b2ef-d709dcaa041c,hollanderic@example.net,Nicole,Oliver,AU,new,875.39,6
4d27ecce-5909-40b3-bb5a-dc53a3e8adb0,william46@example.com,Eric,Blevins,DE,returning,2293.76,35
e3028e80-d032-4989-93be-82c74f9d51be,jsanchez@example.org,Michelle,Miller,UK,returning,1273.53,16
23beb1b8-f4a5-4040-89bc-c7e957631e78,mlee@example.net,Jessica,Santiago,CA,returning,1331.96,31
a80dbb1e-9100-4a44-af1f-e766b36c5c0a,michellehill@example.com,Nicole,Dixon,US,new,4384.1,18
254f1153-2814-441d-bb8a-4dca68b7d76b,sarah84@example.org,Robert,Maldonado,DE,vip,2599.93,14
ddc2253f-4eca-4d4e-9d12-dc7479f54856,jessica99@example.net,Jorge,Ashley,DE,new,3659.8,25
e2f8bd88-28d2-4b5f-8cda-cccf6bc86c4f,cgrimes@example.net,Lisa,Parker,FR,returning,226.77,15
0d87d051-f36d-4faa-831e-3ea289dcdb83,jreed@example.net,Tamara,Kane,UK,vip,1857.56,26
0f9a2b19-9ba1-4c7c-923c-24957f3a4485,ugibson@example.org,Adam,Johnson,FR,returning,2421.89,36
97e29fff-b91f-4454-b86b-91c74b22a51e,ashleyhall@example.com,Gloria,Marshall,AU,vip,972.76,11
a61e3b44-f45a-4c2f-8d75-10be49d58963,floresthomas@example.com,Jerry,Carter,DE,returning,644.95,37
aba4afbe-4fab-4730-a1b6-4f2c91e3cefc,ymcneil@example.net,Debra,Rogers,DE,returning,4358.0,41
b5cd61b8-2368-4dd2-9003-53c3222bd03a,tylerjohnson@example.net,Priscilla,Lowe,FR,new,4700.19,37
724154ab-f2b1-466f-83f6-126511445ab5,molly71@example.net,Debbie,Merritt,DE,returning,440.09,7
cb0546d4-9798-4e3b-89b5-3332afdc017f,jsmith@example.com,Jason,Hayes,AU,new,1777.64,18
e189296a-da45-456f-80d0-78d492438555,charlesharrington@example.com,Jacob,Burns,CA,new,4793.51,20
7055be42-39c6-4487-ab5d-27770197c551,cindy61@example.com,James,Mora,US,churned,461.65,2
03e4bad9-f741-4069-8159-7eda576b2008,ofinley@example.net,Randy,Martinez,US,returning,3236.02,26
ac007147-98b8-4939-9666-266c8019f008,cbrennan@example.net,Rachel,Oneal,US,at_risk,4862.5,23
2a5aef5a-ae84-4442-8a67-2058f638152a,younggabrielle@example.com,Jennifer,Roach,CA,returning,4892.21,32
0f18056b-a32c-4b42-8a0a-26b5a20a2f03,juliehamilton@example.org,Jamie,Underwood,DE,vip,2382.56,13
c3f393a5-067c-4abf-8bea-71737cf2ad7e,wallaceheather@example.org,Daniel,Goodman,FR,returning,855.61,13
5476bbf6-e44f-4620-a682-b646a88e7466,nguyenbrian@example.com,Shannon,Moody,UK,returning,1050.32,17
d1ba3b8c-b118-4f55-992e-d99f84b675e9,ryan38@example.com,Alexis,Parrish,DE,returning,4453.53,25
f41a9516-03e1-431d-badb-fa1a210b0438,georgemiller@example.com,John,Mason,CA,new,4562.83,22
263bd7e2-12e7-47b1-9a2e-862f56a2732b,tyleraguilar@example.org,Blake,Davis,AU,vip,3059.0,27
